DATE,All_Employees,Permit,Cement_Price,Brick_Price,Total_Construction_Employees,Em_Ratio,GDP,Home_ownership_rate,INCOME,Industrial_Cement_Concrete_Manufactured,Labour_Population,Median_Sales_Prices,Mortgage_Rate,Monthly_House_Supply,New_Housing_Under_Construction,New_Private_Housing,Personal_Saving_Rate,HOME_PRICE,Unemployment_Rate
1987-01-01,5007.0,1690.0,100.1,4.694096395182493,722.3,61.0,4722.156,63.8,3820.2,123.7373,65.4,97900.0,9.204,6.0,1090.0,1774.0,9.4,127.93,6.6
1987-02-01,5038.0,1689.0,100.8,4.694096395182493,724.2,61.1,4722.156,63.8,3845.0,123.167,65.5,97900.0,9.0825,6.2,1096.0,1784.0,8.2,128.84799999999998,6.6
1987-03-01,5039.0,1704.0,101.2,4.694096395182493,727.9,61.2,4722.156,63.8,3863.8,122.5706,65.5,97900.0,9.035,6.0,1084.0,1726.0,8.1,129.472,6.6
1987-04-01,5053.0,1601.0,100.8,4.694096395182493,728.1,61.3,4806.16,63.8,3875.4,123.5345,65.4,103400.0,9.8325,6.0,1079.0,1614.0,4.1,130.264,6.3
1987-05-01,5080.0,1500.0,101.2,4.688591794127164,727.6,61.6,4806.16,63.8,3908.6,123.8454,65.7,103400.0,10.596,6.7,1070.0,1628.0,7.8,131.126,6.3
1987-06-01,5086.0,1522.0,101.2,4.688591794127164,728.5,61.4,4806.16,63.8,3919.7,123.3012,65.5,103400.0,10.5375,6.9,1060.0,1594.0,7.3,132.142,6.2
1987-07-01,5092.0,1516.0,101.1,4.688591794127164,732.1,61.6,4884.555,64.2,3942.1,127.3025,65.6,106000.0,10.278,6.7,1051.0,1575.0,7.1,133.014,6.1
1987-08-01,5102.0,1511.0,101.1,4.688591794127164,729.2,61.8,4884.555,64.2,3978.6,122.6327,65.7,106000.0,10.33,6.8,1045.0,1605.0,6.8,133.876,6.0
1987-09-01,5096.0,1514.0,101.1,4.688591794127164,731.6,61.6,4884.555,64.2,3995.6,125.4097,65.5,106000.0,10.8875,6.8,1048.0,1695.0,7.2,134.66,5.9
1987-10-01,5142.0,1447.0,101.0,4.688591794127164,741.3,61.8,5007.994,64.1,4034.7,127.4145,65.7,111500.0,11.26,6.8,1041.0,1515.0,7.9,135.47799999999998,6.0
1987-11-01,5152.0,1457.0,100.9,4.688591794127164,742.8,61.9,5007.994,64.1,4062.1,127.2895,65.7,111500.0,10.65,7.0,1042.0,1656.0,8.2,136.214,5.8
1987-12-01,5180.0,1345.0,100.6,4.688591794127164,743.5,62.0,5007.994,64.1,4115.7,124.5768,65.7,111500.0,10.64,7.6,1018.0,1400.0,8.4,137.012,5.7
1988-01-01,5094.0,1244.0,100.7,4.688591794127164,745.0,62.0,5073.372,63.7,4128.2,111.7494,65.8,110000.0,10.3825,7.5,1008.0,1271.0,7.9,137.716,5.7
1988-02-01,5162.0,1438.0,101.5,4.688591794127164,747.0,62.1,5073.372,63.7,4153.0,119.6235,65.9,110000.0,9.8925,6.6,976.0,1473.0,8.4,138.526,5.7
1988-03-01,5201.0,1525.0,101.1,4.713127327493184,750.1,61.9,5073.372,63.7,4178.3,124.8638,65.7,110000.0,9.93,6.6,994.0,1532.0,8.0,139.28,5.7
1988-04-01,5227.0,1429.0,101.6,4.713127327493184,754.0,62.2,5190.036,63.7,4209.5,123.2387,65.8,110000.0,10.202,6.4,999.0,1573.0,8.7,139.954,5.4
1988-05-01,5228.0,1444.0,102.3,4.713127327493184,751.2,62.0,5190.036,63.7,4225.9,125.8846,65.7,110000.0,10.455,6.6,987.0,1421.0,8.3,140.852,5.6
1988-06-01,5261.0,1485.0,101.7,4.713127327493184,757.0,62.3,5190.036,63.7,4258.9,126.7927,65.8,110000.0,10.46,6.2,980.0,1478.0,8.4,141.778,5.4
1988-07-01,5270.0,1439.0,101.5,4.71492104994721,747.1,62.3,5282.835,64.0,4298.8,120.8889,65.9,115000.0,10.432,6.6,971.0,1467.0,8.6,142.708,5.4
1988-08-01,5268.0,1460.0,101.4,4.709530201312334,744.5,62.4,5282.835,64.0,4323.0,119.923,66.1,115000.0,10.5975,6.6,967.0,1493.0,8.4,143.59799999999998,5.6
1988-09-01,5270.0,1436.0,100.9,4.7140245909001735,740.5,62.4,5282.835,64.0,4352.5,121.2472,65.9,115000.0,10.48,6.5,958.0,1492.0,8.8,144.48,5.4
1988-10-01,5262.0,1516.0,100.7,4.7140245909001735,732.8,62.5,5399.509,63.8,4391.1,120.9774,66.0,113900.0,10.3025,6.0,953.0,1522.0,8.6,145.27,5.4
1988-11-01,5273.0,1508.0,100.6,4.716711560720999,731.7,62.7,5399.509,63.8,4402.5,121.3659,66.2,113900.0,10.265,7.2,960.0,1569.0,8.4,146.142,5.3
1988-12-01,5277.0,1501.0,100.6,4.716711560720999,730.4,62.6,5399.509,63.8,4438.6,127.0205,66.1,113900.0,10.612,6.8,955.0,1563.0,8.3,146.93200000000002,5.3
1989-01-01,5289.0,1466.0,100.7,4.716711560720999,734.9,62.9,5511.253,63.9,4501.5,132.6783,66.5,118000.0,10.73,6.2,955.0,1621.0,8.5,147.892,5.4
1989-02-01,5278.0,1383.0,100.2,4.730921391293652,721.9,62.9,5511.253,63.9,4529.6,114.8575,66.3,118000.0,10.645,7.5,947.0,1425.0,8.9,148.764,5.2
1989-03-01,5260.0,1214.0,100.2,4.73707525686803,707.1,62.9,5511.253,63.9,4570.2,115.9009,66.3,118000.0,11.032,8.2,940.0,1422.0,9.4,149.556,5.0
1989-04-01,5295.0,1376.0,101.2,4.805659046737495,707.9,62.9,5612.463,63.8,4582.5,119.4545,66.4,118900.0,11.05,7.4,922.0,1339.0,8.3,150.172,5.2
1989-05-01,5299.0,1381.0,101.2,4.805659046737495,709.3,62.9,5612.463,63.8,4579.4,118.1679,66.3,118900.0,10.7725,7.1,913.0,1331.0,8.0,150.612,5.2
1989-06-01,5298.0,1322.0,101.2,4.805659046737495,706.6,63.0,5612.463,63.8,4602.2,117.488,66.5,118900.0,10.196,7.2,913.0,1397.0,8.1,150.958,5.3
1989-07-01,5317.0,1283.0,101.2,4.805659046737495,708.9,63.0,5695.365,64.1,4628.5,117.972,66.5,120000.0,9.8825,6.1,918.0,1427.0,8.1,151.314,5.2
1989-08-01,5330.0,1334.0,100.9,4.805659046737495,716.6,63.1,5695.365,64.1,4639.1,123.8397,66.5,120000.0,9.985,6.4,901.0,1332.0,7.5,151.67,5.2
1989-09-01,5323.0,1314.0,101.6,4.805659046737495,710.1,62.8,5695.365,64.1,4662.3,120.7576,66.4,120000.0,10.126,7.1,895.0,1279.0,7.9,152.112,5.3
1989-10-01,5347.0,1365.0,101.7,4.805659046737495,707.5,62.9,5747.237,63.8,4703.0,124.1226,66.5,124800.0,9.9475,6.9,897.0,1410.0,8.4,152.566,5.3
1989-11-01,5364.0,1344.0,101.6,4.805659046737495,708.1,63.0,5747.237,63.8,4718.1,125.519,66.6,124800.0,9.7675,6.6,882.0,1351.0,8.5,153.04,5.4
1989-12-01,5309.0,1422.0,101.7,4.805659046737495,705.7,63.0,5747.237,63.8,4735.7,114.9318,66.5,124800.0,9.744,7.0,885.0,1251.0,7.7,153.41,5.4
1990-01-01,5422.0,1748.0,101.7,4.805659046737495,710.3,63.2,5872.701,64.0,4783.8,138.1363,66.8,123900.0,9.895,7.0,891.0,1551.0,7.9,153.79399999999998,5.4
1990-02-01,5416.0,1329.0,101.7,4.805659046737495,707.3,63.2,5872.701,64.0,4819.8,134.7538,66.7,123900.0,10.1975,7.6,898.0,1437.0,8.5,154.106,5.3
1990-03-01,5392.0,1246.0,102.0,4.805659046737495,703.0,63.2,5872.701,64.0,4842.7,132.5115,66.7,123900.0,10.268,7.8,885.0,1289.0,8.3,154.40200000000002,5.2
1990-04-01,5355.0,1136.0,102.5,4.805659046737495,692.5,63.0,5960.028,63.7,4883.8,127.1853,66.6,126800.0,10.37,8.3,872.0,1248.0,8.7,154.558,5.4
1990-05-01,5321.0,1067.0,102.5,4.805659046737495,688.6,63.1,5960.028,63.7,4889.5,123.8842,66.6,126800.0,10.4775,8.2,858.0,1212.0,8.7,154.594,5.4
1990-06-01,5303.0,1108.0,102.4,4.805659046737495,681.4,62.9,5960.028,63.7,4919.3,123.1067,66.4,126800.0,10.164,7.9,846.0,1177.0,8.6,154.518,5.2
1990-07-01,5274.0,1078.0,102.7,4.805659046737495,673.9,62.8,6015.116,64.0,4948.2,122.3559,66.5,117000.0,10.035,7.8,831.0,1171.0,8.7,154.278,5.5
1990-08-01,5234.0,1069.0,102.8,4.805659046737495,663.3,62.7,6015.116,64.0,4949.9,119.6385,66.5,117000.0,10.1,8.2,813.0,1115.0,8.1,154.018,5.7
1990-09-01,5197.0,976.0,103.5,4.829912458665998,656.8,62.5,6015.116,64.0,4978.6,118.6876,66.4,117000.0,10.175,8.4,793.0,1110.0,8.1,153.7,5.9
1990-10-01,5134.0,925.0,103.6,4.829912458665998,646.3,62.5,6004.733,64.1,4966.5,113.6963,66.4,121500.0,10.1775,8.7,766.0,1014.0,7.9,153.398,5.9
1990-11-01,5095.0,941.0,103.7,4.856706811803519,633.8,62.3,6004.733,64.1,4973.5,116.5566,66.4,121500.0,10.014,8.2,758.0,1145.0,8.0,152.738,6.2
1990-12-01,5047.0,861.0,103.8,4.856706811803519,624.3,62.2,6004.733,64.1,5004.1,108.5216,66.4,121500.0,9.6725,8.5,745.0,969.0,8.8,152.37,6.3
1991-01-01,4972.0,786.0,105.0,4.856706811803519,610.0,62.0,6035.178,63.9,4990.4,101.5934,66.2,120000.0,9.6375,9.4,716.0,798.0,9.4,151.83,6.4
1991-02-01,4929.0,853.0,105.3,4.859812404361672,600.3,61.9,6035.178,63.9,4997.1,108.6813,66.2,120000.0,9.365,7.9,710.0,965.0,9.0,151.468,6.6
1991-03-01,4881.0,911.0,105.8,4.869071729774468,598.0,61.8,6035.178,63.9,5005.8,105.2613,66.3,120000.0,9.5,7.3,678.0,921.0,8.1,151.138,6.8
1991-04-01,4842.0,916.0,106.3,4.874433672915854,587.6,62.0,6126.862,63.9,5034.3,104.176,66.4,119900.0,9.4925,7.3,670.0,1001.0,8.7,151.13,6.7
1991-05-01,4800.0,991.0,106.7,4.874433672915854,584.8,61.6,6126.862,63.9,5055.9,104.1175,66.2,119900.0,9.472,7.0,662.0,996.0,8.5,151.528,6.9
1991-06-01,4782.0,964.0,106.6,4.874433672915854,579.9,61.7,6126.862,63.9,5090.8,105.9744,66.2,119900.0,9.615,7.0,654.0,1036.0,9.0,151.986,6.9
1991-07-01,4752.0,973.0,106.4,4.874433672915854,574.1,61.6,6205.937,64.2,5087.0,107.988,66.1,120000.0,9.575,7.1,652.0,1063.0,8.4,152.164,6.8
1991-08-01,4733.0,944.0,106.2,4.874433672915854,569.3,61.5,6205.937,64.2,5108.4,107.1435,66.0,120000.0,9.244,6.8,651.0,1049.0,8.7,152.218,6.9
1991-09-01,4728.0,974.0,105.4,4.911183215124596,568.2,61.6,6205.937,64.2,5141.5,108.3246,66.2,120000.0,9.0075,7.4,633.0,1015.0,8.9,152.386,6.9
1991-10-01,4698.0,991.0,105.5,4.893352133481524,563.3,61.5,6264.54,64.2,5157.7,108.7024,66.1,120000.0,8.855,6.7,630.0,1079.0,9.4,152.148,7.0
1991-11-01,4640.0,984.0,105.0,4.893352133481524,558.2,61.4,6264.54,64.2,5177.0,103.8766,66.1,120000.0,8.712,6.2,636.0,1103.0,9.1,152.024,7.0
1991-12-01,4647.0,1061.0,104.9,4.893352133481524,554.8,61.2,6264.54,64.2,5233.0,108.3124,66.0,120000.0,8.4975,6.2,633.0,1079.0,9.8,152.112,7.3
1992-01-01,4667.0,1077.0,106.1,4.893352133481524,551.4,61.5,6363.102,64.0,5264.8,111.4657,66.3,119500.0,8.432,5.2,639.0,1176.0,9.5,152.174,7.3
1992-02-01,4612.0,1146.0,105.8,4.893352133481524,545.6,61.3,6363.102,64.0,5303.2,110.439,66.2,119500.0,8.7625,4.9,630.0,1250.0,9.8,152.312,7.4
1992-03-01,4621.0,1082.0,105.4,4.893352133481524,544.7,61.5,6363.102,64.0,5323.8,110.438,66.4,119500.0,8.935,6.1,656.0,1297.0,9.7,152.556,7.4
1992-04-01,4603.0,1054.0,105.2,4.893352133481524,542.6,61.6,6470.763,63.9,5357.4,113.3044,66.5,120000.0,8.8525,6.1,650.0,1099.0,9.8,152.694,7.4
1992-05-01,4605.0,1056.0,105.5,4.893352133481524,542.6,61.5,6470.763,63.9,5392.4,113.5843,66.6,120000.0,8.672,6.0,650.0,1214.0,9.8,152.798,7.6
1992-06-01,4584.0,1057.0,105.4,4.893352133481524,542.7,61.5,6470.763,63.9,5424.0,112.737,66.7,120000.0,8.51,5.6,644.0,1145.0,10.0,152.664,7.8
1992-07-01,4570.0,1089.0,105.0,4.893352133481524,546.7,61.6,6566.641,64.3,5437.1,112.1383,66.7,120000.0,8.128,5.3,629.0,1139.0,9.5,152.528,7.7
1992-08-01,4581.0,1075.0,105.1,4.893352133481524,553.0,61.6,6566.641,64.3,5465.1,111.8263,66.6,120000.0,7.975,5.2,635.0,1226.0,9.6,152.46200000000002,7.6
1992-09-01,4584.0,1114.0,104.8,4.893352133481524,556.9,61.4,6566.641,64.3,5452.8,112.6484,66.5,120000.0,7.9225,5.0,638.0,1186.0,8.6,152.47799999999998,7.6
1992-10-01,4600.0,1132.0,105.4,4.893352133481524,558.0,61.3,6680.803,64.4,5444.9,114.3146,66.2,126000.0,8.088,5.1,643.0,1244.0,7.9,152.754,7.3
1992-11-01,4606.0,1118.0,105.5,4.893352133481524,560.0,61.4,6680.803,64.4,5467.4,104.542,66.3,126000.0,8.305,5.4,641.0,1214.0,7.9,153.116,7.4
1992-12-01,4630.0,1176.0,105.4,4.893352133481524,560.2,61.4,6680.803,64.4,5676.8,104.9759,66.3,126000.0,8.206,5.0,638.0,1227.0,10.5,153.34799999999998,7.4
1993-01-01,4664.0,1177.0,106.2,4.893352133481524,563.4,61.4,6729.459,64.2,5534.1,104.6167,66.2,125000.0,7.9925,5.4,636.0,1210.0,8.5,153.56799999999998,7.3
1993-02-01,4714.0,1148.0,106.8,4.893352133481524,568.1,61.4,6729.459,64.2,5568.0,104.4493,66.2,125000.0,7.6825,5.3,640.0,1210.0,8.8,153.674,7.1
1993-03-01,4676.0,1056.0,107.0,4.893352133481524,570.5,61.5,6729.459,64.2,5565.0,102.9615,66.2,125000.0,7.495,5.4,633.0,1083.0,8.8,153.734,7.0
1993-04-01,4690.0,1104.0,111.2,4.9037921984782065,575.2,61.5,6808.939,64.4,5621.8,104.3104,66.1,127000.0,7.472,4.7,636.0,1258.0,8.7,153.872,7.1
1993-05-01,4753.0,1112.0,111.7,4.921439715291784,582.4,61.7,6808.939,64.4,5637.9,107.9121,66.4,127000.0,7.465,5.3,648.0,1260.0,8.2,154.07399999999998,7.1
1993-06-01,4760.0,1130.0,111.9,4.921439715291784,582.3,61.8,6808.939,64.4,5632.9,108.1358,66.5,127000.0,7.4175,5.2,654.0,1280.0,7.7,154.486,7.0
1993-07-01,4783.0,1174.0,111.6,4.921439715291784,582.9,61.8,6882.098,64.7,5660.1,109.5383,66.4,127000.0,7.206,5.3,663.0,1254.0,7.5,154.858,6.9
1993-08-01,4806.0,1230.0,112.6,4.921439715291784,582.8,62.0,6882.098,64.7,5682.0,110.2556,66.4,127000.0,7.1125,5.5,665.0,1300.0,7.6,155.226,6.8
1993-09-01,4823.0,1251.0,112.7,4.921439715291784,586.3,61.7,6882.098,64.7,5675.1,109.121,66.2,127000.0,6.915,4.9,677.0,1343.0,6.8,155.59,6.7
1993-10-01,4868.0,1287.0,113.2,4.921439715291784,591.1,61.8,7013.738,64.6,5669.1,109.8777,66.3,127000.0,6.834,5.0,687.0,1392.0,6.2,155.884,6.8
1993-11-01,4887.0,1357.0,113.4,4.921439715291784,599.3,61.9,7013.738,64.6,5694.4,112.0146,66.3,127000.0,7.155,4.8,695.0,1376.0,6.2,156.296,6.6
1993-12-01,4925.0,1461.0,113.4,4.921439715291784,607.1,62.0,7013.738,64.6,5893.8,112.6733,66.4,127000.0,7.172,4.5,703.0,1533.0,9.0,156.65200000000002,6.5
1994-01-01,4940.0,1390.0,113.9,4.921439715291784,614.1,62.2,7115.652,63.8,5779.0,106.0954,66.6,130000.0,7.06,5.9,709.0,1272.0,7.0,157.18200000000002,6.6
1994-02-01,4923.0,1269.0,114.5,4.921439715291784,609.4,62.3,7115.652,63.8,5798.0,105.0822,66.6,130000.0,7.1525,5.0,716.0,1337.0,6.4,157.454,6.6
1994-03-01,4990.0,1342.0,115.3,4.920710586568268,620.4,62.1,7115.652,63.8,5829.4,116.9048,66.5,130000.0,7.675,4.8,732.0,1564.0,6.7,157.71200000000002,6.5
1994-04-01,5047.0,1392.0,117.7,4.920710586568268,622.1,62.3,7246.931,63.8,5890.5,116.956,66.5,130000.0,8.316,5.2,740.0,1465.0,6.3,157.976,6.4
1994-05-01,5084.0,1396.0,118.4,4.920710586568268,625.4,62.5,7246.931,63.8,5911.1,119.7682,66.6,130000.0,8.5975,5.3,749.0,1526.0,7.5,158.444,6.1
1994-06-01,5097.0,1357.0,119.5,4.943782987108415,627.6,62.3,7246.931,63.8,5917.5,118.8258,66.4,130000.0,8.3975,6.2,757.0,1409.0,6.8,158.846,6.1
1994-07-01,5125.0,1335.0,119.6,4.943782987108415,630.0,62.3,7331.075,64.1,5946.4,117.5506,66.4,129700.0,8.614,6.3,764.0,1439.0,6.9,159.19,6.1
1994-08-01,5139.0,1377.0,120.7,4.943782987108415,631.9,62.6,7331.075,64.1,5968.7,119.2109,66.6,129700.0,8.5125,6.1,773.0,1450.0,6.4,159.564,6.0
1994-09-01,5175.0,1412.0,121.0,4.943782987108415,633.2,62.7,7331.075,64.1,6001.5,121.4776,66.6,129700.0,8.64,6.0,774.0,1474.0,6.7,159.838,5.9
1994-10-01,5177.0,1397.0,121.5,4.943782987108415,634.5,62.9,7455.288,64.2,6065.3,118.9145,66.7,132000.0,8.925,5.6,775.0,1450.0,7.0,160.13,5.8
1994-11-01,5210.0,1340.0,121.4,4.943782987108415,632.4,63.0,7455.288,64.2,6075.4,123.8681,66.7,132000.0,9.17,6.3,785.0,1511.0,6.9,160.3,5.6
1994-12-01,5226.0,1396.0,121.3,4.943782987108415,633.1,63.1,7455.288,64.2,6108.1,128.9246,66.7,132000.0,9.198,6.6,784.0,1455.0,7.0,160.592,5.5
1995-01-01,5234.0,1282.0,122.5,4.943782987108415,633.2,63.0,7522.289,64.2,6148.6,126.5968,66.8,130000.0,9.1475,6.8,783.0,1407.0,7.3,160.85399999999998,5.6
1995-02-01,5192.0,1254.0,123.2,4.943782987108415,630.1,63.1,7522.289,64.2,6173.3,124.8849,66.8,130000.0,8.8275,7.3,793.0,1316.0,7.7,161.056,5.4
1995-03-01,5242.0,1226.0,123.2,4.943782987108415,630.4,63.1,7522.289,64.2,6200.3,127.4955,66.7,130000.0,8.462,6.8,771.0,1249.0,7.4,161.19799999999998,5.4
1995-04-01,5252.0,1259.0,128.0,4.943782987108415,629.5,63.1,7580.997,64.7,6223.9,122.7703,66.9,133900.0,8.32,6.7,761.0,1267.0,6.8,161.322,5.8
1995-05-01,5220.0,1271.0,128.6,4.943782987108415,628.0,62.7,7580.997,64.7,6238.3,119.6881,66.5,133900.0,7.955,6.3,758.0,1314.0,7.0,161.408,5.6
1995-06-01,5250.0,1305.0,128.5,4.951592753462473,626.1,62.7,7580.997,64.7,6267.4,124.2416,66.5,133900.0,7.566,5.8,759.0,1281.0,6.5,161.57,5.6
1995-07-01,5262.0,1354.0,128.8,4.951592753462473,626.0,62.8,7683.125,65.0,6296.3,124.9272,66.6,132000.0,7.6075,5.6,762.0,1461.0,6.9,161.876,5.7
1995-08-01,5286.0,1386.0,128.8,4.951592753462473,627.5,62.8,7683.125,65.0,6319.0,125.634,66.6,132000.0,7.86,6.1,774.0,1416.0,6.6,162.22,5.7
1995-09-01,5324.0,1421.0,129.0,4.951592753462473,629.9,62.9,7683.125,65.0,6347.7,126.1997,66.6,132000.0,7.636,6.3,780.0,1369.0,6.6,162.614,5.6
1995-10-01,5353.0,1400.0,128.8,4.951592753462473,634.2,62.9,7772.586,65.1,6373.5,128.0076,66.6,138000.0,7.475,6.3,781.0,1369.0,7.0,162.964,5.5
1995-11-01,5358.0,1430.0,128.8,4.951592753462473,637.5,62.8,7772.586,65.1,6394.0,127.8461,66.5,138000.0,7.3775,6.8,786.0,1452.0,6.4,163.238,5.6
1995-12-01,5344.0,1442.0,128.5,4.951592753462473,638.6,62.7,7772.586,65.1,6417.8,126.2146,66.4,138000.0,7.2,6.4,799.0,1431.0,6.0,163.474,5.6
